,Hr0,Hr1,Hr2,Hr3,Hr4,Hr5,Hr6,Hr7,Hr8,Hr9,Hr10,Hr11
275,18.77,19.24,19.81,20.62,20.51,21.28,30.18,37.52,30.12,28.2,26.62,22.44
276,19.24,19.81,20.62,20.51,21.28,30.18,37.52,30.12,28.2,26.62,22.44,21.56
277,19.81,20.62,20.51,21.28,30.18,37.52,30.12,28.2,26.62,22.44,21.56,22.93
278,20.62,20.51,21.28,30.18,37.52,30.12,28.2,26.62,22.44,21.56,22.93,21.87
279,20.51,21.28,30.18,37.52,30.12,28.2,26.62,22.44,21.56,22.93,21.87,22.38
280,21.28,30.18,37.52,30.12,28.2,26.62,22.44,21.56,22.93,21.87,22.38,22.06
281,30.18,37.52,30.12,28.2,26.62,22.44,21.56,22.93,21.87,22.38,22.06,23.77
282,37.52,30.12,28.2,26.62,22.44,21.56,22.93,21.87,22.38,22.06,23.77,24.91
283,30.12,28.2,26.62,22.44,21.56,22.93,21.87,22.38,22.06,23.77,24.91,26.07
284,28.2,26.62,22.44,21.56,22.93,21.87,22.38,22.06,23.77,24.91,26.07,29.16
285,26.62,22.44,21.56,22.93,21.87,22.38,22.06,23.77,24.91,26.07,29.16,35.75
286,22.44,21.56,22.93,21.87,22.38,22.06,23.77,24.91,26.07,29.16,35.75,33.0
287,21.56,22.93,21.87,22.38,22.06,23.77,24.91,26.07,29.16,35.75,33.0,30.77
288,22.93,21.87,22.38,22.06,23.77,24.91,26.07,29.16,35.75,33.0,30.77,27.02
289,21.87,22.38,22.06,23.77,24.91,26.07,29.16,35.75,33.0,30.77,27.02,26.35
290,22.38,22.06,23.77,24.91,26.07,29.16,35.75,33.0,30.77,27.02,26.35,23.64
291,22.06,23.77,24.91,26.07,29.16,35.75,33.0,30.77,27.02,26.35,23.64,21.88
292,23.77,24.91,26.07,29.16,35.75,33.0,30.77,27.02,26.35,23.64,21.88,21.67
293,24.91,26.07,29.16,35.75,33.0,30.77,27.02,26.35,23.64,21.88,21.67,23.29
294,26.07,29.16,35.75,33.0,30.77,27.02,26.35,23.64,21.88,21.67,23.29,38.55
295,29.16,35.75,33.0,30.77,27.02,26.35,23.64,21.88,21.67,23.29,38.55,51.72
296,35.75,33.0,30.77,27.02,26.35,23.64,21.88,21.67,23.29,38.55,51.72,39.7
297,33.0,30.77,27.02,26.35,23.64,21.88,21.67,23.29,38.55,51.72,39.7,33.51
298,30.77,27.02,26.35,23.64,21.88,21.67,23.29,38.55,51.72,39.7,33.51,31.0
299,27.02,26.35,23.64,21.88,21.67,23.29,38.55,51.72,39.7,33.51,31.0,26.55
300,26.35,23.64,21.88,21.67,23.29,38.55,51.72,39.7,33.51,31.0,26.55,25.62
301,23.64,21.88,21.67,23.29,38.55,51.72,39.7,33.51,31.0,26.55,25.62,23.54
302,21.88,21.67,23.29,38.55,51.72,39.7,33.51,31.0,26.55,25.62,23.54,22.8
303,21.67,23.29,38.55,51.72,39.7,33.51,31.0,26.55,25.62,23.54,22.8,22.04
304,23.29,38.55,51.72,39.7,33.51,31.0,26.55,25.62,23.54,22.8,22.04,23.89
305,38.55,51.72,39.7,33.51,31.0,26.55,25.62,23.54,22.8,22.04,23.89,25.2
306,51.72,39.7,33.51,31.0,26.55,25.62,23.54,22.8,22.04,23.89,25.2,30.75
307,39.7,33.51,31.0,26.55,25.62,23.54,22.8,22.04,23.89,25.2,30.75,65.49
308,33.51,31.0,26.55,25.62,23.54,22.8,22.04,23.89,25.2,30.75,65.49,50.07
309,31.0,26.55,25.62,23.54,22.8,22.04,23.89,25.2,30.75,65.49,50.07,32.45
310,26.55,25.62,23.54,22.8,22.04,23.89,25.2,30.75,65.49,50.07,32.45,30.0
311,25.62,23.54,22.8,22.04,23.89,25.2,30.75,65.49,50.07,32.45,30.0,27.6
312,23.54,22.8,22.04,23.89,25.2,30.75,65.49,50.07,32.45,30.0,27.6,26.79
313,22.8,22.04,23.89,25.2,30.75,65.49,50.07,32.45,30.0,27.6,26.79,25.0
314,22.04,23.89,25.2,30.75,65.49,50.07,32.45,30.0,27.6,26.79,25.0,24.0
315,23.89,25.2,30.75,65.49,50.07,32.45,30.0,27.6,26.79,25.0,24.0,22.56
316,25.2,30.75,65.49,50.07,32.45,30.0,27.6,26.79,25.0,24.0,22.56,21.89
317,30.75,65.49,50.07,32.45,30.0,27.6,26.79,25.0,24.0,22.56,21.89,23.84
318,65.49,50.07,32.45,30.0,27.6,26.79,25.0,24.0,22.56,21.89,23.84,33.04
319,50.07,32.45,30.0,27.6,26.79,25.0,24.0,22.56,21.89,23.84,33.04,35.59
320,32.45,30.0,27.6,26.79,25.0,24.0,22.56,21.89,23.84,33.04,35.59,28.0
321,30.0,27.6,26.79,25.0,24.0,22.56,21.89,23.84,33.04,35.59,28.0,25.98
322,27.6,26.79,25.0,24.0,22.56,21.89,23.84,33.04,35.59,28.0,25.98,23.98
323,26.79,25.0,24.0,22.56,21.89,23.84,33.04,35.59,28.0,25.98,23.98,22.05
324,25.0,24.0,22.56,21.89,23.84,33.04,35.59,28.0,25.98,23.98,22.05,21.6
325,24.0,22.56,21.89,23.84,33.04,35.59,28.0,25.98,23.98,22.05,21.6,20.65
326,22.56,21.89,23.84,33.04,35.59,28.0,25.98,23.98,22.05,21.6,20.65,20.48
327,21.89,23.84,33.04,35.59,28.0,25.98,23.98,22.05,21.6,20.65,20.48,20.67
328,23.84,33.04,35.59,28.0,25.98,23.98,22.05,21.6,20.65,20.48,20.67,20.5
329,33.04,35.59,28.0,25.98,23.98,22.05,21.6,20.65,20.48,20.67,20.5,21.89
330,35.59,28.0,25.98,23.98,22.05,21.6,20.65,20.48,20.67,20.5,21.89,24.65
331,28.0,25.98,23.98,22.05,21.6,20.65,20.48,20.67,20.5,21.89,24.65,38.24
332,25.98,23.98,22.05,21.6,20.65,20.48,20.67,20.5,21.89,24.65,38.24,32.99
333,23.98,22.05,21.6,20.65,20.48,20.67,20.5,21.89,24.65,38.24,32.99,29.45
334,22.05,21.6,20.65,20.48,20.67,20.5,21.89,24.65,38.24,32.99,29.45,32.09
335,21.6,20.65,20.48,20.67,20.5,21.89,24.65,38.24,32.99,29.45,32.09,30.45
336,20.65,20.48,20.67,20.5,21.89,24.65,38.24,32.99,29.45,32.09,30.45,28.83
337,20.48,20.67,20.5,21.89,24.65,38.24,32.99,29.45,32.09,30.45,28.83,27.61
338,20.67,20.5,21.89,24.65,38.24,32.99,29.45,32.09,30.45,28.83,27.61,23.59
339,20.5,21.89,24.65,38.24,32.99,29.45,32.09,30.45,28.83,27.61,23.59,22.23
340,21.89,24.65,38.24,32.99,29.45,32.09,30.45,28.83,27.61,23.59,22.23,22.29
341,24.65,38.24,32.99,29.45,32.09,30.45,28.83,27.61,23.59,22.23,22.29,23.17
342,38.24,32.99,29.45,32.09,30.45,28.83,27.61,23.59,22.23,22.29,23.17,36.47
343,32.99,29.45,32.09,30.45,28.83,27.61,23.59,22.23,22.29,23.17,36.47,34.9
344,29.45,32.09,30.45,28.83,27.61,23.59,22.23,22.29,23.17,36.47,34.9,26.66
345,32.09,30.45,28.83,27.61,23.59,22.23,22.29,23.17,36.47,34.9,26.66,24.45
346,30.45,28.83,27.61,23.59,22.23,22.29,23.17,36.47,34.9,26.66,24.45,22.63
347,28.83,27.61,23.59,22.23,22.29,23.17,36.47,34.9,26.66,24.45,22.63,22.46
348,27.61,23.59,22.23,22.29,23.17,36.47,34.9,26.66,24.45,22.63,22.46,20.75
349,23.59,22.23,22.29,23.17,36.47,34.9,26.66,24.45,22.63,22.46,20.75,21.24
350,22.23,22.29,23.17,36.47,34.9,26.66,24.45,22.63,22.46,20.75,21.24,20.98
351,22.29,23.17,36.47,34.9,26.66,24.45,22.63,22.46,20.75,21.24,20.98,21.0
352,23.17,36.47,34.9,26.66,24.45,22.63,22.46,20.75,21.24,20.98,21.0,20.91
353,36.47,34.9,26.66,24.45,22.63,22.46,20.75,21.24,20.98,21.0,20.91,22.12
354,34.9,26.66,24.45,22.63,22.46,20.75,21.24,20.98,21.0,20.91,22.12,22.64
355,26.66,24.45,22.63,22.46,20.75,21.24,20.98,21.0,20.91,22.12,22.64,38.03
356,24.45,22.63,22.46,20.75,21.24,20.98,21.0,20.91,22.12,22.64,38.03,33.02
357,22.63,22.46,20.75,21.24,20.98,21.0,20.91,22.12,22.64,38.03,33.02,31.43
358,22.46,20.75,21.24,20.98,21.0,20.91,22.12,22.64,38.03,33.02,31.43,29.32
359,20.75,21.24,20.98,21.0,20.91,22.12,22.64,38.03,33.02,31.43,29.32,26.76
360,21.24,20.98,21.0,20.91,22.12,22.64,38.03,33.02,31.43,29.32,26.76,24.4
361,20.98,21.0,20.91,22.12,22.64,38.03,33.02,31.43,29.32,26.76,24.4,24.16
362,21.0,20.91,22.12,22.64,38.03,33.02,31.43,29.32,26.76,24.4,24.16,23.0
363,20.91,22.12,22.64,38.03,33.02,31.43,29.32,26.76,24.4,24.16,23.0,22.13
364,22.12,22.64,38.03,33.02,31.43,29.32,26.76,24.4,24.16,23.0,22.13,21.65
365,22.64,38.03,33.02,31.43,29.32,26.76,24.4,24.16,23.0,22.13,21.65,21.45
366,38.03,33.02,31.43,29.32,26.76,24.4,24.16,23.0,22.13,21.65,21.45,31.78
367,33.02,31.43,29.32,26.76,24.4,24.16,23.0,22.13,21.65,21.45,31.78,29.67
368,31.43,29.32,26.76,24.4,24.16,23.0,22.13,21.65,21.45,31.78,29.67,23.5
369,29.32,26.76,24.4,24.16,23.0,22.13,21.65,21.45,31.78,29.67,23.5,22.7
370,26.76,24.4,24.16,23.0,22.13,21.65,21.45,31.78,29.67,23.5,22.7,21.04
371,24.4,24.16,23.0,22.13,21.65,21.45,31.78,29.67,23.5,22.7,21.04,20.36
372,24.16,23.0,22.13,21.65,21.45,31.78,29.67,23.5,22.7,21.04,20.36,18.78
373,23.0,22.13,21.65,21.45,31.78,29.67,23.5,22.7,21.04,20.36,18.78,18.08
374,22.13,21.65,21.45,31.78,29.67,23.5,22.7,21.04,20.36,18.78,18.08,16.91
375,21.65,21.45,31.78,29.67,23.5,22.7,21.04,20.36,18.78,18.08,16.91,17.4
376,21.45,31.78,29.67,23.5,22.7,21.04,20.36,18.78,18.08,16.91,17.4,17.39
377,31.78,29.67,23.5,22.7,21.04,20.36,18.78,18.08,16.91,17.4,17.39,22.42
378,29.67,23.5,22.7,21.04,20.36,18.78,18.08,16.91,17.4,17.39,22.42,22.67
379,23.5,22.7,21.04,20.36,18.78,18.08,16.91,17.4,17.39,22.42,22.67,28.98
380,22.7,21.04,20.36,18.78,18.08,16.91,17.4,17.39,22.42,22.67,28.98,26.52
381,21.04,20.36,18.78,18.08,16.91,17.4,17.39,22.42,22.67,28.98,26.52,27.34
382,20.36,18.78,18.08,16.91,17.4,17.39,22.42,22.67,28.98,26.52,27.34,30.44
383,18.78,18.08,16.91,17.4,17.39,22.42,22.67,28.98,26.52,27.34,30.44,30.92
384,18.08,16.91,17.4,17.39,22.42,22.67,28.98,26.52,27.34,30.44,30.92,32.63
385,16.91,17.4,17.39,22.42,22.67,28.98,26.52,27.34,30.44,30.92,32.63,30.16
386,17.4,17.39,22.42,22.67,28.98,26.52,27.34,30.44,30.92,32.63,30.16,28.78
387,17.39,22.42,22.67,28.98,26.52,27.34,30.44,30.92,32.63,30.16,28.78,27.09
388,22.42,22.67,28.98,26.52,27.34,30.44,30.92,32.63,30.16,28.78,27.09,27.12
389,22.67,28.98,26.52,27.34,30.44,30.92,32.63,30.16,28.78,27.09,27.12,27.49
390,28.98,26.52,27.34,30.44,30.92,32.63,30.16,28.78,27.09,27.12,27.49,43.0
391,26.52,27.34,30.44,30.92,32.63,30.16,28.78,27.09,27.12,27.49,43.0,37.01
392,27.34,30.44,30.92,32.63,30.16,28.78,27.09,27.12,27.49,43.0,37.01,27.88
393,30.44,30.92,32.63,30.16,28.78,27.09,27.12,27.49,43.0,37.01,27.88,27.57
394,30.92,32.63,30.16,28.78,27.09,27.12,27.49,43.0,37.01,27.88,27.57,25.69
395,32.63,30.16,28.78,27.09,27.12,27.49,43.0,37.01,27.88,27.57,25.69,23.52
396,30.16,28.78,27.09,27.12,27.49,43.0,37.01,27.88,27.57,25.69,23.52,21.16
397,28.78,27.09,27.12,27.49,43.0,37.01,27.88,27.57,25.69,23.52,21.16,16.15
398,27.09,27.12,27.49,43.0,37.01,27.88,27.57,25.69,23.52,21.16,16.15,14.89
399,27.12,27.49,43.0,37.01,27.88,27.57,25.69,23.52,21.16,16.15,14.89,14.51
400,27.49,43.0,37.01,27.88,27.57,25.69,23.52,21.16,16.15,14.89,14.51,13.78
401,43.0,37.01,27.88,27.57,25.69,23.52,21.16,16.15,14.89,14.51,13.78,15.0
402,37.01,27.88,27.57,25.69,23.52,21.16,16.15,14.89,14.51,13.78,15.0,20.39
403,27.88,27.57,25.69,23.52,21.16,16.15,14.89,14.51,13.78,15.0,20.39,27.52
404,27.57,25.69,23.52,21.16,16.15,14.89,14.51,13.78,15.0,20.39,27.52,25.88
405,25.69,23.52,21.16,16.15,14.89,14.51,13.78,15.0,20.39,27.52,25.88,22.94
406,23.52,21.16,16.15,14.89,14.51,13.78,15.0,20.39,27.52,25.88,22.94,22.72
407,21.16,16.15,14.89,14.51,13.78,15.0,20.39,27.52,25.88,22.94,22.72,21.96
408,16.15,14.89,14.51,13.78,15.0,20.39,27.52,25.88,22.94,22.72,21.96,20.59
409,14.89,14.51,13.78,15.0,20.39,27.52,25.88,22.94,22.72,21.96,20.59,18.0
410,14.51,13.78,15.0,20.39,27.52,25.88,22.94,22.72,21.96,20.59,18.0,16.74
411,13.78,15.0,20.39,27.52,25.88,22.94,22.72,21.96,20.59,18.0,16.74,16.59
412,15.0,20.39,27.52,25.88,22.94,22.72,21.96,20.59,18.0,16.74,16.59,16.0
413,20.39,27.52,25.88,22.94,22.72,21.96,20.59,18.0,16.74,16.59,16.0,17.0
414,27.52,25.88,22.94,22.72,21.96,20.59,18.0,16.74,16.59,16.0,17.0,24.84
415,25.88,22.94,22.72,21.96,20.59,18.0,16.74,16.59,16.0,17.0,24.84,21.1
416,22.94,22.72,21.96,20.59,18.0,16.74,16.59,16.0,17.0,24.84,21.1,17.01
417,22.72,21.96,20.59,18.0,16.74,16.59,16.0,17.0,24.84,21.1,17.01,16.5
418,21.96,20.59,18.0,16.74,16.59,16.0,17.0,24.84,21.1,17.01,16.5,16.0
419,20.59,18.0,16.74,16.59,16.0,17.0,24.84,21.1,17.01,16.5,16.0,13.57
420,18.0,16.74,16.59,16.0,17.0,24.84,21.1,17.01,16.5,16.0,13.57,11.78
421,16.74,16.59,16.0,17.0,24.84,21.1,17.01,16.5,16.0,13.57,11.78,9.65
422,16.59,16.0,17.0,24.84,21.1,17.01,16.5,16.0,13.57,11.78,9.65,9.66
423,16.0,17.0,24.84,21.1,17.01,16.5,16.0,13.57,11.78,9.65,9.66,10.11
424,17.0,24.84,21.1,17.01,16.5,16.0,13.57,11.78,9.65,9.66,10.11,10.42
425,24.84,21.1,17.01,16.5,16.0,13.57,11.78,9.65,9.66,10.11,10.42,12.44
426,21.1,17.01,16.5,16.0,13.57,11.78,9.65,9.66,10.11,10.42,12.44,13.49
427,17.01,16.5,16.0,13.57,11.78,9.65,9.66,10.11,10.42,12.44,13.49,16.0
428,16.5,16.0,13.57,11.78,9.65,9.66,10.11,10.42,12.44,13.49,16.0,19.0
429,16.0,13.57,11.78,9.65,9.66,10.11,10.42,12.44,13.49,16.0,19.0,24.44
430,13.57,11.78,9.65,9.66,10.11,10.42,12.44,13.49,16.0,19.0,24.44,21.64
431,11.78,9.65,9.66,10.11,10.42,12.44,13.49,16.0,19.0,24.44,21.64,20.92
432,9.65,9.66,10.11,10.42,12.44,13.49,16.0,19.0,24.44,21.64,20.92,21.45
433,9.66,10.11,10.42,12.44,13.49,16.0,19.0,24.44,21.64,20.92,21.45,20.9
434,10.11,10.42,12.44,13.49,16.0,19.0,24.44,21.64,20.92,21.45,20.9,21.27
435,10.42,12.44,13.49,16.0,19.0,24.44,21.64,20.92,21.45,20.9,21.27,22.21
436,12.44,13.49,16.0,19.0,24.44,21.64,20.92,21.45,20.9,21.27,22.21,22.31
437,13.49,16.0,19.0,24.44,21.64,20.92,21.45,20.9,21.27,22.21,22.31,22.98
438,16.0,19.0,24.44,21.64,20.92,21.45,20.9,21.27,22.21,22.31,22.98,34.59
439,19.0,24.44,21.64,20.92,21.45,20.9,21.27,22.21,22.31,22.98,34.59,51.92
440,24.44,21.64,20.92,21.45,20.9,21.27,22.21,22.31,22.98,34.59,51.92,43.41
441,21.64,20.92,21.45,20.9,21.27,22.21,22.31,22.98,34.59,51.92,43.41,38.28
442,20.92,21.45,20.9,21.27,22.21,22.31,22.98,34.59,51.92,43.41,38.28,34.41
443,21.45,20.9,21.27,22.21,22.31,22.98,34.59,51.92,43.41,38.28,34.41,31.7
444,20.9,21.27,22.21,22.31,22.98,34.59,51.92,43.41,38.28,34.41,31.7,28.3
445,21.27,22.21,22.31,22.98,34.59,51.92,43.41,38.28,34.41,31.7,28.3,24.83
446,22.21,22.31,22.98,34.59,51.92,43.41,38.28,34.41,31.7,28.3,24.83,24.53
447,22.31,22.98,34.59,51.92,43.41,38.28,34.41,31.7,28.3,24.83,24.53,22.98
448,22.98,34.59,51.92,43.41,38.28,34.41,31.7,28.3,24.83,24.53,22.98,23.31
449,34.59,51.92,43.41,38.28,34.41,31.7,28.3,24.83,24.53,22.98,23.31,23.8
450,51.92,43.41,38.28,34.41,31.7,28.3,24.83,24.53,22.98,23.31,23.8,25.99
451,43.41,38.28,34.41,31.7,28.3,24.83,24.53,22.98,23.31,23.8,25.99,39.01
452,38.28,34.41,31.7,28.3,24.83,24.53,22.98,23.31,23.8,25.99,39.01,44.45
453,34.41,31.7,28.3,24.83,24.53,22.98,23.31,23.8,25.99,39.01,44.45,50.0
454,31.7,28.3,24.83,24.53,22.98,23.31,23.8,25.99,39.01,44.45,50.0,35.77
455,28.3,24.83,24.53,22.98,23.31,23.8,25.99,39.01,44.45,50.0,35.77,28.32
456,24.83,24.53,22.98,23.31,23.8,25.99,39.01,44.45,50.0,35.77,28.32,25.96
457,24.53,22.98,23.31,23.8,25.99,39.01,44.45,50.0,35.77,28.32,25.96,25.07
458,22.98,23.31,23.8,25.99,39.01,44.45,50.0,35.77,28.32,25.96,25.07,23.55
459,23.31,23.8,25.99,39.01,44.45,50.0,35.77,28.32,25.96,25.07,23.55,21.97
460,23.8,25.99,39.01,44.45,50.0,35.77,28.32,25.96,25.07,23.55,21.97,19.87
461,25.99,39.01,44.45,50.0,35.77,28.32,25.96,25.07,23.55,21.97,19.87,19.42
462,39.01,44.45,50.0,35.77,28.32,25.96,25.07,23.55,21.97,19.87,19.42,23.56
463,44.45,50.0,35.77,28.32,25.96,25.07,23.55,21.97,19.87,19.42,23.56,28.2
464,50.0,35.77,28.32,25.96,25.07,23.55,21.97,19.87,19.42,23.56,28.2,24.17
465,35.77,28.32,25.96,25.07,23.55,21.97,19.87,19.42,23.56,28.2,24.17,24.13
466,28.32,25.96,25.07,23.55,21.97,19.87,19.42,23.56,28.2,24.17,24.13,21.64
467,25.96,25.07,23.55,21.97,19.87,19.42,23.56,28.2,24.17,24.13,21.64,18.36
468,25.07,23.55,21.97,19.87,19.42,23.56,28.2,24.17,24.13,21.64,18.36,18.31
469,23.55,21.97,19.87,19.42,23.56,28.2,24.17,24.13,21.64,18.36,18.31,16.5
470,21.97,19.87,19.42,23.56,28.2,24.17,24.13,21.64,18.36,18.31,16.5,16.96
471,19.87,19.42,23.56,28.2,24.17,24.13,21.64,18.36,18.31,16.5,16.96,16.53
472,19.42,23.56,28.2,24.17,24.13,21.64,18.36,18.31,16.5,16.96,16.53,16.68
473,23.56,28.2,24.17,24.13,21.64,18.36,18.31,16.5,16.96,16.53,16.68,17.68
474,28.2,24.17,24.13,21.64,18.36,18.31,16.5,16.96,16.53,16.68,17.68,18.04
475,24.17,24.13,21.64,18.36,18.31,16.5,16.96,16.53,16.68,17.68,18.04,31.95
476,24.13,21.64,18.36,18.31,16.5,16.96,16.53,16.68,17.68,18.04,31.95,28.0
477,21.64,18.36,18.31,16.5,16.96,16.53,16.68,17.68,18.04,31.95,28.0,22.89
478,18.36,18.31,16.5,16.96,16.53,16.68,17.68,18.04,31.95,28.0,22.89,19.48
479,18.31,16.5,16.96,16.53,16.68,17.68,18.04,31.95,28.0,22.89,19.48,17.99
480,16.5,16.96,16.53,16.68,17.68,18.04,31.95,28.0,22.89,19.48,17.99,16.37
481,16.96,16.53,16.68,17.68,18.04,31.95,28.0,22.89,19.48,17.99,16.37,16.0
482,16.53,16.68,17.68,18.04,31.95,28.0,22.89,19.48,17.99,16.37,16.0,17.4
483,16.68,17.68,18.04,31.95,28.0,22.89,19.48,17.99,16.37,16.0,17.4,16.83
484,17.68,18.04,31.95,28.0,22.89,19.48,17.99,16.37,16.0,17.4,16.83,16.42
485,18.04,31.95,28.0,22.89,19.48,17.99,16.37,16.0,17.4,16.83,16.42,18.03
486,31.95,28.0,22.89,19.48,17.99,16.37,16.0,17.4,16.83,16.42,18.03,23.18
487,28.0,22.89,19.48,17.99,16.37,16.0,17.4,16.83,16.42,18.03,23.18,21.56
488,22.89,19.48,17.99,16.37,16.0,17.4,16.83,16.42,18.03,23.18,21.56,19.0
489,19.48,17.99,16.37,16.0,17.4,16.83,16.42,18.03,23.18,21.56,19.0,18.15
490,17.99,16.37,16.0,17.4,16.83,16.42,18.03,23.18,21.56,19.0,18.15,15.83
491,16.37,16.0,17.4,16.83,16.42,18.03,23.18,21.56,19.0,18.15,15.83,13.98
492,16.0,17.4,16.83,16.42,18.03,23.18,21.56,19.0,18.15,15.83,13.98,11.59
493,17.4,16.83,16.42,18.03,23.18,21.56,19.0,18.15,15.83,13.98,11.59,6.42
494,16.83,16.42,18.03,23.18,21.56,19.0,18.15,15.83,13.98,11.59,6.42,6.0
495,16.42,18.03,23.18,21.56,19.0,18.15,15.83,13.98,11.59,6.42,6.0,5.57
496,18.03,23.18,21.56,19.0,18.15,15.83,13.98,11.59,6.42,6.0,5.57,5.41
497,23.18,21.56,19.0,18.15,15.83,13.98,11.59,6.42,6.0,5.57,5.41,7.28
498,21.56,19.0,18.15,15.83,13.98,11.59,6.42,6.0,5.57,5.41,7.28,13.51
499,19.0,18.15,15.83,13.98,11.59,6.42,6.0,5.57,5.41,7.28,13.51,23.42
500,18.15,15.83,13.98,11.59,6.42,6.0,5.57,5.41,7.28,13.51,23.42,21.69
501,15.83,13.98,11.59,6.42,6.0,5.57,5.41,7.28,13.51,23.42,21.69,20.3
502,13.98,11.59,6.42,6.0,5.57,5.41,7.28,13.51,23.42,21.69,20.3,21.19
503,11.59,6.42,6.0,5.57,5.41,7.28,13.51,23.42,21.69,20.3,21.19,20.88
504,6.42,6.0,5.57,5.41,7.28,13.51,23.42,21.69,20.3,21.19,20.88,19.3
505,6.0,5.57,5.41,7.28,13.51,23.42,21.69,20.3,21.19,20.88,19.3,19.58
506,5.57,5.41,7.28,13.51,23.42,21.69,20.3,21.19,20.88,19.3,19.58,18.17
507,5.41,7.28,13.51,23.42,21.69,20.3,21.19,20.88,19.3,19.58,18.17,17.02
508,7.28,13.51,23.42,21.69,20.3,21.19,20.88,19.3,19.58,18.17,17.02,17.67
509,13.51,23.42,21.69,20.3,21.19,20.88,19.3,19.58,18.17,17.02,17.67,17.45
510,23.42,21.69,20.3,21.19,20.88,19.3,19.58,18.17,17.02,17.67,17.45,24.05
511,21.69,20.3,21.19,20.88,19.3,19.58,18.17,17.02,17.67,17.45,24.05,25.0
512,20.3,21.19,20.88,19.3,19.58,18.17,17.02,17.67,17.45,24.05,25.0,20.0
513,21.19,20.88,19.3,19.58,18.17,17.02,17.67,17.45,24.05,25.0,20.0,19.95
514,20.88,19.3,19.58,18.17,17.02,17.67,17.45,24.05,25.0,20.0,19.95,20.25
515,19.3,19.58,18.17,17.02,17.67,17.45,24.05,25.0,20.0,19.95,20.25,17.56
516,19.58,18.17,17.02,17.67,17.45,24.05,25.0,20.0,19.95,20.25,17.56,16.44
517,18.17,17.02,17.67,17.45,24.05,25.0,20.0,19.95,20.25,17.56,16.44,16.33
518,17.02,17.67,17.45,24.05,25.0,20.0,19.95,20.25,17.56,16.44,16.33,18.28
519,17.67,17.45,24.05,25.0,20.0,19.95,20.25,17.56,16.44,16.33,18.28,19.07
520,17.45,24.05,25.0,20.0,19.95,20.25,17.56,16.44,16.33,18.28,19.07,20.67
521,24.05,25.0,20.0,19.95,20.25,17.56,16.44,16.33,18.28,19.07,20.67,23.35
522,25.0,20.0,19.95,20.25,17.56,16.44,16.33,18.28,19.07,20.67,23.35,22.39
523,20.0,19.95,20.25,17.56,16.44,16.33,18.28,19.07,20.67,23.35,22.39,35.0
524,19.95,20.25,17.56,16.44,16.33,18.28,19.07,20.67,23.35,22.39,35.0,33.66
525,20.25,17.56,16.44,16.33,18.28,19.07,20.67,23.35,22.39,35.0,33.66,33.55
526,17.56,16.44,16.33,18.28,19.07,20.67,23.35,22.39,35.0,33.66,33.55,30.1
527,16.44,16.33,18.28,19.07,20.67,23.35,22.39,35.0,33.66,33.55,30.1,28.62
528,16.33,18.28,19.07,20.67,23.35,22.39,35.0,33.66,33.55,30.1,28.62,25.16
529,18.28,19.07,20.67,23.35,22.39,35.0,33.66,33.55,30.1,28.62,25.16,24.42
530,19.07,20.67,23.35,22.39,35.0,33.66,33.55,30.1,28.62,25.16,24.42,21.05
531,20.67,23.35,22.39,35.0,33.66,33.55,30.1,28.62,25.16,24.42,21.05,20.54
532,23.35,22.39,35.0,33.66,33.55,30.1,28.62,25.16,24.42,21.05,20.54,20.92
533,22.39,35.0,33.66,33.55,30.1,28.62,25.16,24.42,21.05,20.54,20.92,21.59
534,35.0,33.66,33.55,30.1,28.62,25.16,24.42,21.05,20.54,20.92,21.59,31.99
535,33.66,33.55,30.1,28.62,25.16,24.42,21.05,20.54,20.92,21.59,31.99,48.75
536,33.55,30.1,28.62,25.16,24.42,21.05,20.54,20.92,21.59,31.99,48.75,37.99
537,30.1,28.62,25.16,24.42,21.05,20.54,20.92,21.59,31.99,48.75,37.99,32.88
538,28.62,25.16,24.42,21.05,20.54,20.92,21.59,31.99,48.75,37.99,32.88,26.63
539,25.16,24.42,21.05,20.54,20.92,21.59,31.99,48.75,37.99,32.88,26.63,24.7
540,24.42,21.05,20.54,20.92,21.59,31.99,48.75,37.99,32.88,26.63,24.7,23.26
541,21.05,20.54,20.92,21.59,31.99,48.75,37.99,32.88,26.63,24.7,23.26,20.79
542,20.54,20.92,21.59,31.99,48.75,37.99,32.88,26.63,24.7,23.26,20.79,20.22
543,20.92,21.59,31.99,48.75,37.99,32.88,26.63,24.7,23.26,20.79,20.22,19.64
544,21.59,31.99,48.75,37.99,32.88,26.63,24.7,23.26,20.79,20.22,19.64,20.14
545,31.99,48.75,37.99,32.88,26.63,24.7,23.26,20.79,20.22,19.64,20.14,21.92
546,48.75,37.99,32.88,26.63,24.7,23.26,20.79,20.22,19.64,20.14,21.92,29.5
547,37.99,32.88,26.63,24.7,23.26,20.79,20.22,19.64,20.14,21.92,29.5,75.1
548,32.88,26.63,24.7,23.26,20.79,20.22,19.64,20.14,21.92,29.5,75.1,47.89
549,26.63,24.7,23.26,20.79,20.22,19.64,20.14,21.92,29.5,75.1,47.89,30.83
550,24.7,23.26,20.79,20.22,19.64,20.14,21.92,29.5,75.1,47.89,30.83,27.07
551,23.26,20.79,20.22,19.64,20.14,21.92,29.5,75.1,47.89,30.83,27.07,24.43
552,20.79,20.22,19.64,20.14,21.92,29.5,75.1,47.89,30.83,27.07,24.43,21.89
